epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,730.118,0.86095,0.70576,0.94645,0.93895,0.98885,0.98833,0.74926,0.92256,0.76397,1.00555,0.000759035,0.000759035,0.000759035
18,772.615,0.87871,0.68519,0.95907,0.93425,0.94658,0.99116,0.77875,0.91851,0.82228,0.97798,0.000737037,0.000737037,0.000737037
19,815.092,0.86307,0.65273,0.95175,0.95657,0.99428,0.97977,0.74068,0.96291,0.74393,1.02351,0.00071504,0.00071504,0.00071504
20,857.532,0.84293,0.62194,0.94155,0.95836,0.99726,0.95988,0.7325,0.89505,0.71316,0.98632,0.000693042,0.000693042,0.000693042
21,899.873,0.80797,0.6148,0.93948,0.94902,0.9951,0.995,0.77759,0.85787,0.66118,0.98032,0.000671044,0.000671044,0.000671044
22,942.443,0.79573,0.60951,0.93315,0.95187,0.98268,0.995,0.78143,0.8666,0.66966,0.976,0.000649046,0.000649046,0.000649046
23,984.917,0.81466,0.60904,0.94205,0.92704,0.99805,0.995,0.7899,0.85025,0.69137,0.96547,0.000627048,0.000627048,0.000627048
24,1027.39,0.84079,0.59997,0.93168,0.97865,0.96582,0.99493,0.76916,0.93209,0.60905,1.00392,0.000605051,0.000605051,0.000605051
25,1069.91,0.8403,0.57433,0.9367,0.9744,0.96554,0.99493,0.74525,1.01001,0.63501,1.05235,0.000583053,0.000583053,0.000583053
26,1112.34,0.80516,0.53693,0.93013,0.97581,0.97187,0.99407,0.77652,0.86161,0.58216,0.9786,0.000561055,0.000561055,0.000561055
27,1154.54,0.78189,0.53577,0.93057,0.96464,0.98294,0.99313,0.7789,0.85524,0.56916,0.97248,0.000539057,0.000539057,0.000539057
28,1196.99,0.79059,0.52121,0.91894,0.96972,0.99031,0.99407,0.78301,0.89253,0.55707,0.99594,0.000517059,0.000517059,0.000517059
29,1239.59,0.78244,0.51525,0.92084,0.97903,0.96622,0.99407,0.78476,0.88632,0.58195,0.98067,0.000495062,0.000495062,0.000495062
30,1282.17,0.80194,0.52411,0.93208,0.95517,0.96779,0.99269,0.7929,0.85096,0.57616,0.96235,0.000473064,0.000473064,0.000473064
31,1324.76,0.78371,0.51307,0.92583,0.94296,0.94054,0.9848,0.77577,0.89285,0.61887,0.99418,0.000451066,0.000451066,0.000451066
32,1367.1,0.78341,0.497,0.91922,0.96012,0.97251,0.98399,0.76594,0.9215,0.55226,1.00188,0.000429068,0.000429068,0.000429068
33,1409.48,0.77781,0.4877,0.92056,0.95032,0.98704,0.995,0.76214,0.97292,0.53703,1.03571,0.00040707,0.00040707,0.00040707
34,1451.79,0.76375,0.47747,0.91691,0.99016,0.96444,0.995,0.78394,0.88214,0.50812,0.98068,0.000385073,0.000385073,0.000385073
35,1493.67,0.75051,0.47612,0.90851,0.99496,0.95809,0.995,0.80551,0.85916,0.48908,0.97987,0.000363075,0.000363075,0.000363075
36,1535.66,0.73461,0.4661,0.9068,0.95983,0.9878,0.99254,0.77314,0.94703,0.51988,1.02961,0.000341077,0.000341077,0.000341077
37,1577.71,0.77208,0.46984,0.92206,0.98544,0.98468,0.99489,0.79612,0.89713,0.51621,0.98445,0.000319079,0.000319079,0.000319079
38,1619.72,0.76066,0.4542,0.91013,0.99124,0.98733,0.995,0.78057,0.92466,0.49279,1.01452,0.000297081,0.000297081,0.000297081
39,1661.74,0.74181,0.45278,0.91367,0.98959,0.98389,0.99489,0.79739,0.85695,0.4738,0.97567,0.000275084,0.000275084,0.000275084
40,1703.64,0.73028,0.44807,0.90321,0.98685,0.95816,0.99321,0.79616,0.84932,0.4744,0.96948,0.000253086,0.000253086,0.000253086
41,1745.36,0.72763,0.45884,0.91306,0.96779,0.96511,0.99153,0.78868,0.89676,0.48067,0.99594,0.000231088,0.000231088,0.000231088
42,1787.02,0.72591,0.44798,0.9187,0.95273,0.97905,0.995,0.8076,0.83143,0.46275,0.95834,0.00020909,0.00020909,0.00020909
43,1828.56,0.70485,0.43871,0.91283,0.96717,0.96146,0.995,0.79078,0.91109,0.47222,1.00368,0.000187092,0.000187092,0.000187092
44,1870.2,0.71479,0.43661,0.91207,0.98691,0.96028,0.995,0.80104,0.87763,0.47186,0.98087,0.000165095,0.000165095,0.000165095
45,1911.89,0.70502,0.42954,0.9052,0.99127,0.96242,0.995,0.78931,0.89181,0.4557,0.99999,0.000143097,0.000143097,0.000143097
46,1953.29,0.70337,0.43068,0.91099,0.94957,0.991,0.99407,0.7949,0.89871,0.45761,1.00066,0.000121099,0.000121099,0.000121099
47,1994.74,0.69189,0.41777,0.91861,0.95609,0.99022,0.99313,0.78605,0.90763,0.4634,1.0091,9.91012e-05,9.91012e-05,9.91012e-05
48,2036.35,0.69799,0.41312,0.90391,0.96922,0.97586,0.99313,0.79519,0.88227,0.44536,0.99623,7.71034e-05,7.71034e-05,7.71034e-05
49,2077.88,0.67723,0.411,0.90388,0.95116,0.99033,0.99225,0.79017,0.88463,0.43758,0.99645,5.51056e-05,5.51056e-05,5.51056e-05
50,2119.46,0.66366,0.40415,0.89547,0.95021,0.98954,0.99225,0.78858,0.88548,0.43458,0.99508,3.31078e-05,3.31078e-05,3.31078e-05
